query,ground,type,result,correct
动词各后邻动词、各的，各的后邻逗号或句号,各v各的n[， 。],4,各v各的n[，+。],1
动词胡乱后邻虚词，虚词后邻逗号或句号,胡乱v u[， 。],4,胡乱v+u[，+。],
动词后接一贯、一举、一连，最后逗号或句号,[一贯 一举 一连]v[v a n ][， 。],4,[一贯 一举 一连][， 。],
标点符号后接q、r、d、c、v、a、n、m、p，然后是今、古，最后是标点符号,w[q r d c v a  n m  p]今.古w,4,w[q+r+d+c+v+a++n+m++p]今.古w,
偏偏之后接动词再接语气词，之后接逗号或句点,偏偏v+u[，+。],4,偏偏v y[， 。],
动词'随即'之后紧跟由v、a、n、r构成的序列，然后以逗号或句号结尾,随即[v+a+n+r][，+。],4,随即[v a n r][， 。],
形容词'd'之后紧跟名词'n'，然后以逗号或句号结尾,特地d+n[，+。],4,亲手d n[， 。],
动词'往往'之后紧跟名词'n'，然后以逗号或句号结尾,往往v+n[，+。],4,往往v n[， 。],
合格动词后接介词，介词后接地点词，地点词后可接助词,合格[v+p+地/u],4,合格+v+p+N,
w后接前缀q、r、d、c、v、a，然后接名词、助词、动词、连词、形容词，最后接w,w后.前[q+r+d+c+v+a++n+m++p]w,4,w[q r d c v a  n m  p]角.边w,
组合词后接动词，句中逗号或句点,[分期+分外+纷纷]v[q+m+]v[，+。],4,一起d v[， 。],
动词分批后面紧接另一个动词，动词之间可接逗号或句号,分批v v[，+。],4,分批v+v[，+。],
名词后接数字一和量词，量词后面可接逗号或句号,n 一 q[，+。],4,n+一+q[，+。],1
动词私自后面紧接另一个动词，动词之间可接逗号或句号,私自v v[，+。],4,私自v+v[，+。],
动词后面紧接年份，年份之后可接逗号或句号,v了m年n[， 。],4,v于n[， 。],
提早动词 + y（可能表示程度或方向），句尾前后可能有逗号或句号,提早v y[， 。],4,提早v+y[，+。],
幸好、幸亏、徐徐动词 + 一个名词（可能表示原因或结果），句尾前后可能有逗号或句号,[幸好 幸亏 徐徐]v[q m ]n[， 。],4,[幸好+幸亏+徐徐]v[q+m+]n[，+。],
决不动词 + 一定副词 + 句尾包含逗号或句号,决不v y[， 。],4,决不v+y[，+。],
刚刚动词 + 句尾包含逗号或句号,刚v[， 。],4,刚v[，+。],
好处动词 + 句尾包含逗号或句号,好在v[， 。],4,好处v[，+。],
毫不之后形容词，形容词后接逗号或句号,毫不v a[， 。],4,毫不v+a[，+。],
相互之后形容词，形容词后接逗号或句号,相互v a[， 。],4,相互v+a[，+。],
随即之后动词，动词后接逗号或句号,随即d v[， 。],4,随即d+v[，+。],
动词+名词，句尾后接逗号或句号,略微v n[， 。],4,务必v+n[，+。],
动词+形容词，句尾后接逗号或句号,可巧v a[， 。],4,纷纷v+a[，+。],
标点符号+名词+形容词+名词+形容词+名词+动词+形容词+名词+形容词+名词+助词，句尾后接标点符号,w老.少[q r d c v a  n m  p]w,4,w得.得[q r d c v a  n m  p]w,
动词，句尾后接逗号或句号,务必v[， 。],4,顺便v[，+。],
值得后接一个动词，动词后面必须接逗号或句号,值得一v[， 。],4,值得a[， 。],
动词接'起'，后接形容词，再接名词，后接逗号或句号,[v a]不起n[， 。],4,起v+a+n[，+。],
动词接'必然'，后接形容词，再接副词，后接逗号或句号,必然v u[， 。],4,必然v+u[，+。],
名词接'别人'，后接逗号或句号,别人n[， 。],4,别人n[，+。],
动词接'的确'，后接形容词，再接副词，后接逗号或句号,的确v u[， 。],4,的确v+u[，+。],
动词一心后面跟名词，名词前后可跟逗号或句号,一心v n[，+。],4,一心v+n[，+。],
名词必定后面可跟逗号或句号,必定n[， 。],4,必定n[，+。],
动词最好后面跟一系列包括形容词、名词、动词、形容词的元素，后面可跟逗号或句号,最好[v a n r][， 。],4,最好[v+a+n+r][，+。],
动词处处后面跟u，u后面可跟逗号或句号,处处v u[， 。],4,处处v+u[，+。],
鉴于名词后接逗号或句号,鉴于n [， 。],4,鉴于n+[，+。],1
自行动词后接逗号或句号,自行v[v a n r][， 。],4,自行v[v+a+n+r][，+。],
塞后接一系列动词,塞+[起+上+下+过+开+进+出],4,塞V*Vn,
亲自后面接动词y，y后面可以是逗号或句号,亲自v y[， 。],4,亲自v+y[，+。],
记后面接名词，之后接f+s组合,记 n[f s],4,记+n[f+s],1
给予后面接动词v和动名词vn,给予[v vn],4,给予[v+vn],
被迫后面接名词，之后可以是逗号或句号,被迫d n[， 。],4,被迫d+n[，+。],
从宏观上 + 说 + 讲,从宏观上[说 讲],4,从宏观上[说+讲],
一旦 + 一道 + 一定 + 动词 + 名词 + ， 或 .,[一旦 一道 一定]v[q m ]n[， 。],4,[一旦+一道+一定]v[q+m+]n[，+。],
动词 + 了 + 动词 + 名词 + ， 或 .,v了v n[， 。],4,v了v+n[，+。],1
一度 + 动词 + 名词 + ， 或 .,一度d n[， 。],4,一度d+n[，+。],
陆续后接动词，动词由a、n、r组成，前后有逗号或句号,陆续v[v a n r][， 。],4,陆续v[v+a+n+r][，+。],
暂且后接动词，动词重复，前后有逗号或句号,暂且v v[， 。],4,暂且v+v[，+。],
至今后接动词，动词后接y，前后有逗号或句号,至今v y[， 。],4,至今v+y[，+。],
经常后接动词，动词由a组成，前后有逗号或句号,经常v a[， 。],4,经常v+a[，+。],
特地后接名词，最后接逗号或句点,特地v n[， 。],4,特地v+n[，+。],
过分后接名词，最后接逗号或句点,过分d n[， 。],4,过分n[， 。],
一时后接形容词y，最后接逗号或句点,一时v y[， 。],4,一时v+y[，+。],
由v、a、n、r组成的动词、副词、名词、形容词组成的组合后接逗号或句点,将近[v a n r][， 。],4,时刻[v+a+n+r][，+。],
不料动词后接一个标点符号,不料v[， 。],4,不料v a[， 。],
进后面接进和一进组合,进[进+一进+],4,进[进 一进 ],1
逗号或句号组合后面接n，然后是'一q'组合，最后是逗号或句号组合,[，+。]n一q[，+。],4,[，+。]n一q+[，+。],1
合理后面接动词、p和地组合,合理+[v+p+地],4,合理+(v)+p+地{len($1)=2},
查、走、补、拼、搭、戴、抱、依、介绍组合后面接个,[查+走+补+拼+搭+戴+抱+依+介绍]个,4,[查 走 补 拼 搭 戴 抱 依 介绍]个,1
形容词客观后接动词v，动词后接p、地/u元素,客观/a[v+p+地/u],4,客观/a+v+p+地/u,
动词 '凡是' 后跟 'a'，然后跟逗号或句号,凡是v a[， 。],4,凡是v+a[，+。],
由 '大怒' 和 '震怒' 组成的序列后跟动词，并且动词后跟 '上'、'下' 或 '起',[大怒 震怒]*V[上 下 起],4,[大怒+震怒]*V[上+下+起],
根本、更加、公然这三个词中任选一个，后面离合出现v、a、n、r中的任意一个，然后接逗号或句号,[根本 更加 公然][v a n r][， 。],4,[根本+更加+公然][v+a+n+r][，+。],1
动词后接'之余'，后面接逗号或句号,v之余[， 。],4,v之余[，+。],1
成天动词后接名词，名词后接逗号或句号,成天d n[， 。],4,成天d+n[，+。],
特意动词后接名词，名词后接逗号或句号,特意n[， 。],4,特意v+n[，+。],1
动词‘极度’后接形容词，形容词后只能接逗号或句点,极度v u[， 。],4,极度v a[， 。],
终年d后面接名词，且名词后面紧跟着逗号或句号,终年d n[， 。],4,终年d+n[，+。],1
全力后面接名词，且名词后面紧跟着逗号或句号,全力n[， 。],4,全力n[，+。],1
有些后面接形容词，且形容词后面紧跟着逗号或句号,有些a[， 。],4,有些a[，+。],1
一向d后面接形容词，且形容词后面紧跟着逗号或句号,一向d a[， 。],4,一向d+a[，+。],1
时而动词，且后面跟逗号或句点。,时而v[， 。],4,时而v[，+。],1
特别名词，且后面跟逗号或句点。,特别n[， 。],4,特别n[，+。],1
a之际。,a之际[， 。],4,a之际。,1
天生动词后接y，y后面可以是逗号或句号,天生v+y[，+。],4,天生动词+y[，+。],
恰巧后面连接一个以y结尾的动词，后面紧跟着逗号或句点,恰巧v+y[，+。],4,恰巧v y[， 。],
由给、送、教、找、借组成的nr后接这或那，然后是量词n,[给+送+教+找+借]nr+[这+那]q+n,4,[给+送+教+找+借]n+这+那+n,
甘 + 苦，甘后面接一系列词性组合，包括形容词、动词、名词等，组合后可能接逗号或句号,w甘.苦[q+r+d+c+v+a++n+m++p]w,4,w[q r d c v a  n m  p]甘[q r d c v a  n m  p]w,
相当后接名词，名词后可能跟着逗号或句号,相当d+n[，+。],4,相当n[，+。],1
用户名后接动词，动词后接微博，微博后可能跟着逗号或句号,w+v[u+y]微博[，+。],4,用户名v+微博[，+。],
用户名后接多个词，包括形容词、动词、名词、数量词，名词后可能跟着逗号或句号,w淡.浓[q+r+d+c+v+a++n+m++p]w,4,w[q+r+d+c+v+a++n+m++p]度n+m++w,
名词后接越，再接形容词，句首前标点，或。或句尾符号不限,[，+。]n越a,4,n+越a或n+,
动词极力后接特定组合，句尾前标点，或。或句尾符号不限,极力v[v+a+n+r][，+。],4,极力v[，+。],
动词亲身后接名词，句尾前标点，或。或句尾符号不限,亲身v+n[，+。],4,亲身n[，+。],
动词中途后接动词，句尾前标点，或。或句尾符号不限,中途v+v[，+。],4,中途v v[， 。],
动词、形容词、名词、人名、量词、虚词先后连接，后面紧跟逗号或句号,先后[v+a+n+r][，+。],4,[v+a+n+r][，+。],
动词`把`后面紧跟两个名词或人名，之后动词，再接动词，后面紧跟逗号或句号,把++[n+r]+v成[，+。],4,把n+n+v+v[，+。],
形容词`大约`后面紧跟模糊量词或虚词，后面紧跟一个词,大约~[m+q]+,4,大约q+w,
动词`私自`后面紧跟动词、形容词、名词、人名，后面紧跟逗号或句号,私自v[v+a+n+r][，+。],4,私自v[v a n r][， 。],
包含通常、形容词，最后接逗号或句号,通常d+a[，+。],4,通常a[，+。],1
包含故意、动词、u，最后接逗号或句号,故意v+u[，+。],4,故意v u[， 。],1
包含句点、问号、感叹号、逗号、顿号、冒号、分号，最后接一个词，该词以吧结尾,[。+？+！+，+、+：+；]~吧w,4,[。+？+！+，+；+：+][。+：]吧,
包含动词、形容词，后接或许,或许是[v+a],4,(v) (a)或许{len($1)=2},
又、又后接形容词，后接逗号或句点,又a又a[，+。],4,又d a[， 。],
就地后接动词、形容词、名词、形容词，后接逗号或句点,[就地+v+a+n+r][，+。],4,就地[v+a+n+r][，+。],
疑问词后接形容词、形容词、名词、形容词、动词、形容词、名词、形容词、名词、动词、形容词、名词，后接少、老,w少.老[q+r+d+c+v+a++n+m++p]w,4,w[q r d c v a  n m  p]少.老w,
又后接形容词，后接逗号或句点,又a+[，+。],4,又a[，+。],1
由多个词组成的序列，后接个的句子,[收+陪+戳+教+熬+想来+串+得出]个,4,[请 也就 方面 方面 方面]个,
"以动词v开头，后接""我的""，再接名词n的句子",v我的n[，+。],4,v我的n,1
动词买后面跟着q、r、d、c、v、a、n、m、p中的任意组合，之后用逗号或句号连接，再跟着卖。,w[q+r+d+c+v+a++n+m++p]买.卖w,4,买[q+r+d+c+v+a++n+m++p]卖,
动词后接下，这后面接名词，句尾为逗号或句点,v下这q+n[，+。],4,v下n[， 。],1
对后接名词或形容词，名词或形容词后接的+的+后接名词或形容词，名词或形容词，构成抗议,对+[n+r]+的+[a+d]+抗议,4,对[n+r]+拒绝+[n+r]+抗议,
逗号或句点后接字母m，字母m后接q，q后接a，句尾为逗号或句点,[， 。]m q a[， 。],4,[， 。]m q a [， 。],
身为后接名词，句尾为逗号或句点,身为n[， 。],4,身为n[，+。],1
副词'd'后接名词，且这个名词后面可以跟逗号或句号,故意d n[， 。],4,早日d+n[，+。],
动词'快速'后接'y'，且这个词后面可以跟逗号或句号,快速v y[， 。],4,快速v+y[，+。],
名词'未必'后跟逗号或句号,未必n[， 。],4,未必n[，+。],
动词 v， a， n 后面紧跟逗号或句点,[主要 专程 专门]v[v a n ][， 。],4,[顺+逆+乱]v[a+n+][，+。],
副词 d 能 加 形容词 加 副词 r 后面紧跟逗号或句点,d能a+r[，+。],4,d能[， 。],
动词 赶紧 加 副词 y 后面紧跟逗号或句点,赶紧v+y[，+。],4,赶紧v y[， 。],
动词'快速'，之后接形容词，之后是逗号或句号,快速v+u[，+。],4,快速v+y[，+。],
动词'w武.文'，之后是'q'、'r'、'd'、'c'、'v'、'a'、'n'、'm'、'p'，之后是'w',w武.文[q+r+d+c+v+a++n+m++p]w,4,w武.文[q r d c v a  n m  p]w,
动词'把'，之后接名词或形容词，再接动词，之后是逗号或句号,把++[n+r]+v够[，+。],4,把v+y[，+。],
v足够，后面跟形容词，句尾为逗号或句号,足以v+a[，+。],4,足够v a[， 。],
经过，名词，句尾为逗号或句号,经过n+[，+。],4,经过n[，+。],
统统，动词，后面跟拼音，句尾为逗号或句号,统统v+y[，+。],4,统统v+p[，+。],
逗号或句号后接副词d，副词后接形容词，形容词后接u，u之后可跟逗号或句号,[，+。]d+a+u+[，+。],4,[， 。]d a u [， 。],
逗号或句号后接动词，动词后接得a，a后接动词，之后可跟逗号或句号,[，+。]+v得a+[，+。],4,[， 。] v得a v[， 。],
一系列词组合后接个,[甩+堆+设计+告+扣+休息+表达]个,4,[条件+条件+条件++条件++条件++条件+]+个,
过度动词 + 助词 + 逗号 或 分号,过度v+u[，+。],4,过度v u[， 。],
万万动词 + 形容词 + 名词 + 助词 + 助词 + 句尾,万万[v+a+n+r][，+。],4,万万v[v a n r][， 。],
反复动词 + 名词 + 逗号 或 分号,反复d+n[，+。],4,反复v n[， 。],
专程动词之后紧跟一个形容词，两者之间可跟逗号或句点,专程v+a[，+。],4,专程v+u[，+。],
过于动词后面可跟逗号或句点,过于v[，+。],4,过于v[， 。],
亲自动词之后紧跟一个形容词a，两者之间可跟逗号或句点,亲自d+a[，+。],4,亲自v+a[，+。],
逗号、问号、感叹号、省略号后接就是，就是后面可以接省略号,[，+。+？+！+……]就是[，+……],4,[， 。]*就是 ，/w ，,
由网络游戏、网游、手游、手机游戏组成的序列后接动词,[网络游戏+网游+手游+手机游戏]v,4,[网络游戏 网游 手游 手机游戏]*V,
整天动词后接a，a后面可以接逗号或句号,整天d+a[，+。],4,整天v a[， 。],1
次、次后接都，都后接没、不之一，然后接动词,次+次+都[没+不]+v,4,[次 次]*都 [没 不] v,
反而后接副词，副词后接一个或两个标点符号,反而d+v[，+。],4,反而a[，+。],
恰好位于逗号和句点之间的名词,恰好d+n[，+。],4,恰好n[， 。],
分期位于逗号和句点之间的名词,分期d+n[，+。],4,分期n[， 。],
以w开头，随后紧跟由q、r、d、c、v、a、n、m、p组成的词语，中间以出.入结尾,w出.入[q+r+d+c+v+a++n+m++p]w,4,w[q r d c v a  n m  p]出.入w,
在位于动词v之后，随后紧跟名词，最后是逗号和句点,在n里[，+。],4,在 v+n+，+。,
擦作为动词，动词后面接形容词或人名,擦[V+a],4,擦[v+a+r+n+m+p]+$,
成功后接星号，星号后接盈利、营利,成功*[盈利+营利],4,成功*[星号 星]营利,
w后接q、r、d、c、v、a、n、m、p组成的集合，然后恶后接句点、善，善后接w,w[q+r+d+c+v+a++n+m++p]恶.善w,4,w[q r d c v a  n m  p]恶.善w,
没之后接动词，动词之后接逗号或句号,没d+v[，+。],4,没v上[，+。],
定期之后接动词，动词之后接逗号或句号,定期v[，+。],4,定期v[， 。],1
一度之后接由形容词、动词、名词、形容词组成的序列，序列之后接逗号或句号,一度[v+a+n+r][，+。],4,一度v[v+a+n+r][，+。],1
别后接名词，名词后接逗号或句点,别+n[，+。],4,别n[， 。],1
成功后接星号，星号后接地位、身价、身分、高位、上位、青云、要职、职位、位置中的任意组合,成功*[地位+身价+身分+高位+上位+青云+要职+职位+位置],4,成功*[星+号+ ],
永远后接动词，动词后接名词，名词后接逗号或句点,永远v+n[，+。],4,永远v n[， 。],1
[形容词+动词]后接m，m后接倍,[a+v]+m+倍,4,[ance+v]m倍,
动词 'v' 后面连接 '多少'，再接逗号、加号或句号,v了多少[，+。],4,多少v[，+。],
形容词后邻逗号或句点,时而a[，+。],4,几乎a[，+。],
动词后邻逗号或句点,大声v[，+。],4,暂时v[， 。],
名词后接动词，动词后邻逗号或句点,们d+v[，+。],4,暂时n+v[，+。],
一系列词后接'的'、数量词、名词,[东+西+南][头+边+侧+方+面]的m个n,4,[n r] 的 m q,
介词后接连词，再接动词,p+r+v[，+。],4,着+v+*,
以幼或老开头的句子，幼或老后面跟一个或多个词，然后是老或幼,w幼.老[q+r+d+c+v+a++n+m++p]w,4,[幼+老]个+[老+幼],
即将后接动词，然后接名词，最后可以跟逗号或句号,即将v+n[，+。],4,即将d+n[，+。],
动词后接动词，然后接形容词，最后可以跟逗号或句号,v住a[，+。],4,v了v+a[，+。],
奋勇之后的副词，副词由d和a两个词性组成，之后可以跟逗号或句号,奋勇d+a[，+。],4,奋勇d a[， 。],
一心、一一、一再这三个词之后的动词，动词由v和q、m、n三个词性组成，之后可以跟逗号或句号,[一心+一一+一再]v[q+m+]n[，+。],4,[一心 一一 一再]v[q m ]v[， 。],
只好之后的副词，副词由d和a两个词性组成，之后可以跟逗号或句号,只好d+a[，+。],4,只好d a[， 。],
早日之后的名词，之后可以跟逗号或句号,早日n[，+。],4,早日n[， 。],1
一旦动词后，接a（副词），之后可跟逗号或句号,一旦v+a[，+。],4,一旦v a[， 。],
句子中不包含d和v的组合，后面紧跟着逗号或句号,不用d+v[，+。],4,这两个词+(v)+[，+。],
动词不要后面紧跟着a、n、r，后面紧跟着逗号或句号,不要v[v+a+n+r][，+。],4,不要[v+a+n+r][，+。],
尽管、尽快、尽力这些词组后面紧跟着v、a、n、r，后面紧跟着逗号或句号,[尽管+尽快+尽力][v+a+n+r][，+。],4,[尽管+尽快+尽力]v[v+a+n+][，+。],
即将形容词，形容词后面可能有逗号或句号,即将a[，+。],4,即将d+a[，+。],
不愧动词，动词后面可能有逗号或句号,不愧v[，+。],4,不愧v[， 。],1
w后接有，之后可能接逗号、加号或句点，再接形容词、动词、形容词、名词、形容词、名词、形容词、名词、形容词、名词、形容词、名词,w有.无[q+r+d+c+v+a++n+m++p]w,4,w有.![q r d c v a  n m  p]w,
不要、不用、不住这三个词组后接动词，动词后可能接逗号、加号或句点，再接形容词、名词、形容词、名词,[不要+不用+不住][v+a+n+r][，+。],4,[不要+不用+不住]v[v+a+n+][，+。]w,
逐渐动词，后接名词，整个序列后面可以接逗号或句号,逐渐v+n[，+。],4,逐渐d+n[，+。],
屡次动词，后接名词，整个序列后面可以接逗号或句号,屡次d+v[，+。],4,屡次d+n[，+。],
非常后接形容词，形容词后接逗号或句号,非常a[，+。],4,非常 a[， 。],1
好像是后接形容词或动词,好像是[v+a],4,好像是v+w,
一旦、一道、一定这三个词连续，之后接动词、形容词、名词，动词后接逗号或句号,[一旦+一道+一定]v[v+a+n+][，+。],4,[一旦 一道 一定][v a n r][， 。],
而后后接动词，动词后接逗号或句号,而后v[，+。],4,而后d+v[，+。],
动词后接疑问词什么，疑问词后接名词，名词后可能接逗号或句号,v什么n+n+[，+。],4,v什么n[， 。],1
一直后接动词，之后可能接逗号或句号,一直v[，+。],4,一直v+a[，+。],
逗号或句号后接两个名词，之后可能接逗号或句号,[，+。]c+n+n+[，+。],4,[，+。]n+n+[，+。],
动词‘得’后面紧跟形容词、名词，句子以逗号或句点结尾,v得+a+n[，+。],4,得+v+a[，+。],
动词‘多么’后面紧跟形容词、名词或人名，句子以逗号或句点结尾,多么[v+a+n+r][，+。],4,多么v[v a n r][， 。],
动词‘十分’后面紧跟名词，句子以逗号或句点结尾,十分v+n[，+。],4,十分v n[， 。],
动词时而后接连词，再接逗号或句点,时而v+y[，+。],4,时而是v[，+。],
逗号或句点后接副词、重复两次、再接副词，最后接逗号或句点,[，+。]d+r+r+[，+。],4,[， 。]c c c [， 。],
动词暂时后接连词，再接逗号或句点,暂时v+y[，+。],4,暂时v+u[，+。],
动词后接上、那，随后接名词，名词后可接逗号或句号,v上那q+n+[，+。],4,v上那n[，+。],
随时后接动词，动词后可接逗号或句号,随时d+v[，+。],4,随时v[，+。],1
动词V后接上、下、起，随后接生气、气愤、恼怒,V[上+下+起]*[生气+气愤+恼怒],4,V[上+下+起]生气/气愤/恼怒,
难以形容词，后面紧跟逗号或句点,难以n[，+。],4,难以a[， 。],1
动词后面跟着'了什么'，然后紧跟逗号或句点,v了什么v[，+。],4,v了什么[， 。],1
过度副词，后面跟着名词，然后紧跟逗号或句点,过度d+n[，+。],4,过度d n[， 。],
一向动词，后面跟着y，然后紧跟逗号或句点,一向v y[， 。],4,一向v+y[，+。],
至今、至少、中途后接动词，然后接形容词、动词，最后是逗号或句号,[至今 至少 中途]v[q m ]v[， 。],4,[至今+至少+中途]v[q+m+]v[，+。],
w后接正.邪，然后接形容词、动词、名词、形容词，最后接逗号或句号,w正.邪[q r d c v a  n m  p]w,4,w正.邪[q+r+d+c+v+a++n+m++p]w,
认真后接动词，然后接形容词、动词、形容词，最后接副词,认真/a[v p 地/u],4,认真/a[v p 然后 敬礼/w],
动词后接'穿着'和名词，名词后接'，'或'。',穿着n[， 。],4,穿着n[，+。],
名词后接'亲笔'，后面接'，'或'。',亲笔n[， 。],4,亲笔n[，+。],
动词后接'不断'和'y'，后面接'，'或'。',不断v y[， 。],4,不断v+y[，+。],
动词后接'逐渐'和任意的形容词、名词、人名、量词，最后接'，'或'。',逐渐[v a n r][， 。],4,逐渐[v+a+n+r][，+。],
句点后接名词，名词后只能接读音,。管[n r],4,..n音,
时时后接动词，动词后接u，u后只能跟着逗号或句号,时时v u[， 。],4,时时v+u[，+。],
动词后面接形容词，组成双音节词，后面接越加上形容词，后面是逗号或句号,[v a]得越a[， 。],4,v+a+越+a[，+。],
交替、接连、仅仅这三个词组成的序列后面接动词加量词加名词，后面是逗号或句号,[交替 接连 仅仅]v[q m ]n[， 。],4,[交替+接连+仅仅]v[q+m+]n[，+。],
尽量后面接形容词，后面是逗号或句号,尽量d a[， 。],4,尽量v+a[，+。],
正在、只得、只顾这三个词组成的序列后面接动词加形容词加名词加人名，后面是逗号或句号,[正在 只得 只顾][v a n r][， 。],4,[正在+只得+只顾][v+a+n+r][，+。],
偶尔之后动词，动词后面接形容词，句尾标点是逗号或句点,偶尔v a[， 。],4,偶尔v+a[，+。],1
就地之后接副词a，副词a后面只能接句号,就地d a[， 。],4,就地a[， 。],
由s和t组成的序列之后接名词n,[s t]丢了n,4,[s t]n,
由败、并、落、结、没、垮、忌组成的序列之后接名词n，然后接t,[败 并 落 结 没 垮  忌]n t,4,[败+并+落+结+没+垮+忌]n+t,
'什么'后面接名词，名词后面只能接逗号,什么 n[， 。],4,什么+n+,
'照例'后面接动词，动词后面只能接逗号,照例v[， 。],4,照例v a[， 。],
'十分'后面接程度副词，程度副词后面只能接逗号,十分v a[， 。],4,十分a ，,
真诚后接动词、副词、地,真诚 [v p 地],4,真诚/a[v+p+地/z],
逗号或句号后接p，然后p后接动词、u，最后u后接逗号或句号,[， 。]p v u [， 。],4,[，+。]p+v+u+[，+。],
全都后接动词，然后动词后接a，最后a后接逗号或句号,全都v a[， 。],4,全都v+a[，+。],
势必后接动词、a、名词、r，然后r后接逗号或句号,势必[v a n r][， 。],4,势必[v+a+n+r][，+。],
逗号或句号后接d、r、m中的任意词，再接逗号或句号,[， 。]d r m [， 。],4,[，+。]d+r+m+[，+。],
不断形容词后接n，n后接逗号或句号,不断d n[， 。],4,不断d+n[，+。],
只顾形容词后接n，n后接逗号或句号,只顾d n[， 。],4,只顾d+n[，+。],
由a、v、n组成的序列后接兵，之后由a、v、n组成的序列后接将,[a v n]兵[a v n]将,4,[a+v+n]兵[a+v+n]将,
n后面紧跟来，之后由U、q、y、m、a组成的序列，最后紧跟n,n 来 [U q y m a] n,4,n+来+[U+q+y+m+a]+n,
名词后接'一碗'，再接逗号或句点,一碗n[， 。],4,一碗n[，+。],
由'但是'、'而且'、'既然'组成的序列后邻接动词、简称略语，再接逗号或句点,[但是 而且 既然][v a][， 。],4,[但是+而且+既然][v+a][，+。],
名词后接逗号或句点,简直n[， 。],4,n在[， 。],
形容词后接逗号或句点,大都a[， 。],4,恐怕a[， 。],
l的后接名词，并且名词后接另一个名词，并且逗号和句号可出现在最后一个名词之后,l的n n[， 。],4,l的n+n[，+。],1
成功后接名声、名气、声名、名誉、名声、名望、盛名、大名、美名中的任意组合,成功*[名声 名气 声名 名誉 名声 名望 盛名 大名 美名],4,成功*[名声+名气+声名+名誉+名声+名望+盛名+大名+美名],
中途后接逗号、句号或空格,中途v[， 。],4,中途v[，+。],
拼命后接形容词，并且逗号和句号可出现在形容词之后,拼命v a[， 。],4,拼命v+a[，+。],
动词极力接形容词或动词，且这些词后面分别跟逗号或句号,极力v u[，+。],4,极力v+u[，+。],
词语w接q+r+d+c+v+a+双音节名词或形容词，然后接干.湿，最后接w,w[q r d c v a  n m  p]干.湿w,4,w[q+r+d+c+v+a++n+m++p]干.湿w,
动词屡次接动词，且这两个动词后面分别跟逗号或句号,屡次v v[，+。],4,屡次v+v[，+。],
动词 + '喜' + '忧' + (名词或形容词) + (逗号或句号),w喜.忧[q r d c v a  n m  p]w,4,w喜.忧[q+r+d+c+v+a++n+m++p]w,
动词 + '恰好' + 'v' + 'v' + (逗号或句号),恰好v v[， 。],4,恰好v+v[，+。],
动词 + '不断' + 'v' + 'n' + (逗号或句号),不断v n[， 。],4,不断v+n[，+。],
把两个名词或人名之后接动词，表示动作完成,把++[n+r]+v了出来,4,[把+把 n vn],
过去名词，其中过去由st组合构成,[s+t]过去n,4,过去n[st],
由adnl组合构成的动词上层,[a+d+n+v++l]上层,4,adnl v上层,
a则m组合构成的形容词，然后接疑问代词，最后接逗号或句点,a则m+q[，+。],4,[a+则+m]v[q+m+]v[，+。],
有点名词，最后接逗号或句点,有点n[，+。],4,有点n[， 。],1
准时动词后接形容词，再接逗号或句点,准时v+a[，+。],4,准时v a[， 。],1
早已形容词后接名词，再接逗号或句点,早已d+n[，+。],4,早已d n[， 。],
仍然动词后接助词u，再接逗号或句点,仍然v+u[，+。],4,仍然v u[， 。],1
一直名词后接逗号或句号,一直n[，+。],4,一直n[， 。],1
人为动词后接逗号或句号,人为v[，+。],4,人为v+[，+。],1
w后面接一组由q、r、d、c、v、a、n、m、p组成的序列，序列后接干.湿，最后再接w,w干.湿[q+r+d+c+v+a++n+m++p]w,4,w[q+r+d+c+v+a++n+m++p]干.湿w,
动词后接成心，成心后面可接逗号或句号,成心[v+a+n+r][，+。],4,成心v[，+。],
形容词后接至多，至多后面可接逗号或句号,至多a[，+。],4,a至多[， 。],1
动词后接长年，长年后面可接形容词，形容词后面接名词，名词后面可接逗号或句号,长年[v+a+n+r][，+。],4,长年v+a[，+。],
动词后接时常，时常后面可接形容词，形容词后面接名词，名词后面可接逗号或句号,时常v[v+a+n+r][，+。],4,时常v+a[，+。],
动词足以后接逗号或句号,足以v[，+。],4,足v[， 。],
动词一贯后接v、a、n、r组成的序列，序列后接逗号或句号,一贯v[v+a+n+r][，+。],4,一贯v[v a n r][， 。],1
由不问、挥、送来、绞、表演、担、怕组成的序列后接一个字,[不问+挥+送来+绞+表演+担+怕]个,4,[不问 挥 送来 绞 表演 担 怕]个,
副词后接形容词，形容词之间可以是逗号或句号,难怪d+a[，+。],4,特别d+a[，+。],
名词之后可以是逗号或句号,你的n[，+。],4,n+[，+。],1
动词后接一系列词，词之间可以是逗号或句号,从未[v+a+n+r][，+。],4,一定v[v+a+n+r][，+。],
动词后接词，词之间可以是逗号或句号,同期v+y[，+。],4,迎面v[，+。],
重点后接动词，再接u，最后可接逗号或句号,重点v+u[，+。],4,重点v u[， 。],1
不住动词后接动词，最后可接逗号或句号,不住v+v[，+。],4,不住d+v[，+。],
默默后接动词，再接u，最后可接逗号或句号,默默v+u[，+。],4,默默v u[， 。],1
新近形容词 + 新近动词 + 句尾标点（逗号或句号）,新近d+a[，+。],4,新近d+v[，+。],
早已动词 + 早已动词 + 句尾标点（逗号或句号）,早已v+v[，+。],4,早已v v[， 。],
